,UTC Time,Lat,Long,Depth,Mag,Network,RMS,ERH,ERZ,GAP,Q,Int,nStat,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,Color
62,2020-07-31 03:24,18.0333,-64.7961,29.0,3.57 md,RSPR,0.39,4.06,29.49,343.0,C,I,22,2020-07-31 03:24,18.0333,-64.7961,29.0,3.57,md,22.0,343.0,1.0583,0.39,pr,pr2020213008,2020-10-10T17:11:22.040Z,"32 km S of Cruz Bay, U.S. Virgin Islands",earthquake,4.059,29.49,0.12,10,reviewed,pr,pr,Amarillo
63,2020-08-12 05:52,17.9005,-66.8915,7.0,1.84 md,RSPR,0.21,1.35,0.62,285.0,C,I,5,2020-08-12 05:52,18.8944,-65.178,13.18,2.6,ml,,228.0,0.982,0.46,us,us6000bd53,2020-10-24T20:08:45.040Z,"66 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,8.9,13.6,0.07,27,reviewed,us,us,A verde
64,2020-08-15 03:37,18.745,-64.6005,30.0,3.85 md,RSPR,0.38,2.84,24.37,335.0,C,IV,21,2020-08-15 03:37,18.745,-64.6005,30.0,3.85,md,21.0,335.0,1.3863,0.38,pr,pr2020228001,2020-10-24T20:08:52.040Z,"50 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,2.84,24.37,0.15,21,reviewed,pr,pr,Amarillo
65,2020-08-16 08:58,18.7866,-67.3525,53.0,3.16 md,RSPR,0.26,1.07,1.72,216.0,C,I,20,2020-08-16 08:58,18.7866,-67.3525,53.0,3.16,md,20.0,216.0,0.4001,0.26,pr,pr2020229013,2020-10-24T20:08:55.040Z,"42 km NW of San Antonio, Puerto Rico",earthquake,1.07,1.72,0.1,14,reviewed,pr,pr,Amarillo
66,2020-08-24 13:54,18.9963,-67.163,10.0,3.36 md,RSPR,0.37,1.19,2.44,236.0,C,I,17,2020-08-24 13:54,18.9963,-67.163,10.0,3.36,md,17.0,236.0,0.5313,0.37,pr,pr2020237006,2020-10-31T19:06:22.040Z,"56 km N of San Antonio, Puerto Rico",earthquake,1.19,2.44,0.02,9,reviewed,pr,pr,Amarillo
67,2020-08-24 15:50,19.016,-67.1606,8.0,3.65 md,RSPR,0.28,0.87,1.07,237.0,C,I,23,2020-08-24 15:50,19.016,-67.1606,8.0,3.65,md,23.0,237.0,0.5507,0.28,pr,pr2020237007,2020-10-31T19:06:23.040Z,"58 km N of San Antonio, Puerto Rico",earthquake,0.87,1.07,0.08,15,reviewed,pr,pr,Amarillo
68,2020-08-24 16:03,18.9556,-67.1003,8.0,3.20 md,RSPR,0.41,1.27,1.8,233.0,C,I,16,2020-08-24 16:03,18.9556,-67.1003,8.0,3.2,md,16.0,233.0,0.4882,0.41,pr,pr2020237008,2020-10-31T19:06:23.040Z,"50 km N of Isabela, Puerto Rico",earthquake,1.27,1.8,0.17,8,reviewed,pr,pr,Amarillo
69,2020-09-04 20:05,18.2838,-65.4576,116.0,3.69 md,RSPR,0.27,2.38,1.09,322.0,C,I,15,2020-09-04 20:05,18.2838,-65.4576,116.0,3.69,md,15.0,322.0,0.4161,0.27,pr,pr2020248006,2020-11-17T19:44:36.040Z,"14 km N of Isabel Segunda, Puerto Rico",earthquake,2.38,1.09,0.13,13,reviewed,pr,pr,Amarillo
70,2020-09-07 17:35,18.8696,-66.6626,53.0,3.23 md,RSPR,0.3,1.1,2.19,255.0,C,III,16,2020-09-07 17:35,18.8696,-66.6626,53.0,3.23,md,16.0,255.0,0.4145,0.3,pr,pr2020251015,2020-11-17T19:44:52.040Z,"44 km N of Arecibo, Puerto Rico",earthquake,1.1,2.19,0.18,15,reviewed,pr,pr,Amarillo
71,2020-09-13 10:18,18.1801,-64.7693,129.0,3.59 md,RSPR,0.24,3.89,1.84,343.0,C,I,10,2020-09-13 10:18,18.1801,-64.7693,129.0,3.59,md,10.0,343.0,1.0802,0.24,pr,pr2020257005,2020-11-21T20:10:39.040Z,"16 km S of Cruz Bay, U.S. Virgin Islands",earthquake,3.89,1.84,0.06,10,reviewed,pr,pr,Amarillo
72,2020-09-21 15:28,18.9228,-66.2251,14.0,3.07 md,RSPR,0.29,1.04,2.0,269.0,C,III,16,2020-09-21 15:28,18.9228,-66.2251,14.0,3.07,md,16.0,269.0,0.5397,0.29,pr,pr2020265011,2020-11-28T21:32:01.040Z,"51 km N of Dorado, Puerto Rico",earthquake,1.04,2.0,0.18,14,reviewed,pr,pr,Amarillo
73,2020-09-23 10:28,18.5433,-67.476,12.0,3.20 md,RSPR,0.15,0.74,0.44,193.0,B,I,19,2020-09-23 10:28,18.5433,-67.476,12.0,3.2,md,19.0,193.0,0.1589,0.15,pr,pr2020267011,2020-12-05T21:02:55.040Z,"32 km NW of RincÃ³n, Puerto Rico",earthquake,0.74,0.44,0.14,11,reviewed,pr,pr,Amarillo
74,2020-09-29 04:34,17.6108,-64.1863,119.0,4.02 md,RSPR,0.35,5.69,4.28,189.0,C,I,14,2020-09-29 04:34,17.6108,-64.1863,119.0,4.02,md,14.0,189.0,1.7454,0.35,pr,pr2020273005,2020-12-05T21:03:05.040Z,"60 km ESE of Saint Croix, U.S. Virgin Islands",earthquake,5.69,4.28,0.04,6,reviewed,pr,pr,Amarillo
75,2020-10-02 14:44,18.462,-68.9118,158.0,3.74 md,RSPR,0.15,1.67,1.13,188.0,B,I,17,2020-10-02 14:44,18.462,-68.9118,158.0,3.74,md,17.0,188.0,0.5329,0.15,pr,pr2020276008,2020-12-12T22:28:35.040Z,"7 km ENE of La Romana, Dominican Republic",earthquake,1.67,1.13,0.22,9,reviewed,pr,pr,Amarillo
76,2020-10-03 12:46,18.195,-67.0126,16.0,2.49 ml,RSPR,0.54,1.62,4.7,134.0,C,I,10,2020-10-03 12:46,18.195,-67.0126,16.0,2.49,ml,10.0,134.0,0.2121,0.54,pr,pr2020277005,2020-12-12T22:28:37.040Z,"3 km WNW of Maricao, Puerto Rico",earthquake,1.62,4.7,0.0,0,reviewed,pr,pr,Amarillo
77,2020-10-09 11:46,17.652,-64.3165,71.0,3.50 md,RSPR,0.43,8.5,7.06,188.0,C,I,10,2020-10-09 11:46,17.652,-64.3165,71.0,3.5,md,10.0,188.0,1.6087,0.43,pr,pr2020283008,2020-12-19T17:22:41.040Z,"46 km E of Saint Croix, U.S. Virgin Islands",earthquake,8.5,7.06,0.05,5,reviewed,pr,pr,Amarillo
78,2020-10-13 07:07,18.2681,-68.5711,148.0,3.73 md,RSPR,0.14,3.6,0.66,205.0,B,I,20,2020-10-13 07:07,17.3108,-68.8391,10.0,2.7,ml,,230.0,1.274,0.54,us,us6000c7yl,2020-12-19T17:22:50.040Z,"120 km SSW of Boca de Yuma, Dominican Republic",earthquake,3.9,2.0,0.06,36,reviewed,us,us,A verde
79,2020-10-17 11:42,18.2163,-67.2411,24.0,3.04 md,RSPR,0.19,0.67,1.06,160.0,B,I,20,2020-10-17 11:42,18.2163,-67.2411,24.0,3.04,md,20.0,160.0,0.0963,0.19,pr,pr2020291004,2020-12-29T23:07:31.040Z,"9 km SW of La Playa, Puerto Rico",earthquake,0.67,1.06,0.19,18,reviewed,pr,pr,Amarillo
80,2020-10-22 00:57,17.9393,-67.1243,5.0,2.53 md,RSPR,0.17,0.63,0.36,246.0,C,II,8,2020-10-22 00:57,17.9393,-67.1243,5.0,2.53,md,8.0,246.0,0.0687,0.17,pr,pr2020296001,2021-01-09T20:05:17.040Z,"7 km ESE of Pole Ojea, Puerto Rico",earthquake,0.63,0.36,0.18,7,reviewed,pr,pr,Amarillo
81,2020-10-22 07:11,18.2775,-66.343,35.0,0.00 md,RSPR,0.13,0.37,0.66,129.0,A,I,19,2020-10-22 07:11,18.2707,-66.3534,38.6,2.8,ml,,96.0,0.048,0.22,us,us6000cb6v,2021-01-09T20:05:18.040Z,"6 km NE of Orocovis, Puerto Rico",earthquake,1.6,4.5,0.06,36,reviewed,us,us,A verde
82,2020-10-27 11:26,18.9545,-65.0598,30.0,3.60 md,RSPR,0.3,1.87,19.34,328.0,C,I,15,2020-10-27 11:26,18.9545,-65.0598,30.0,3.6,md,15.0,328.0,1.3427,0.3,pr,pr2020301003,2021-01-09T20:05:30.040Z,"69 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.87,19.34,0.18,7,reviewed,pr,pr,Amarillo
83,2020-10-30 14:01,17.4301,-66.1183,22.0,3.21 md,RSPR,0.28,1.35,19.03,283.0,C,I,11,2020-10-30 14:01,17.4301,-66.1183,22.0,3.21,md,11.0,283.0,0.5354,0.28,pr,pr2020304003,2021-01-18T23:01:48.040Z,"58 km S of Jobos, Puerto Rico",earthquake,1.35,19.03,0.13,10,reviewed,pr,pr,Amarillo
84,2020-11-08 09:51,19.0226,-65.3853,25.0,3.29 md,RSPR,0.14,0.89,11.98,314.0,C,I,18,2020-11-08 09:51,19.0226,-65.3853,25.0,3.29,md,18.0,314.0,0.9951,0.14,pr,pr2020313000,2021-01-23T22:25:36.040Z,"79 km NNE of Luquillo, Puerto Rico",earthquake,0.89,11.98,0.06,17,reviewed,pr,pr,Amarillo
85,2020-11-08 10:18,19.063,-65.4085,27.0,3.41 md,RSPR,0.25,1.27,17.42,313.0,C,I,20,2020-11-08 10:18,19.063,-65.4085,27.0,3.41,md,20.0,313.0,1.0207,0.25,pr,pr2020313004,2021-01-23T22:25:36.040Z,"83 km NNE of Luquillo, Puerto Rico",earthquake,1.27,17.42,0.09,18,reviewed,pr,pr,Amarillo
86,2020-11-08 10:29,18.9965,-65.4555,25.0,3.42 md,RSPR,0.18,0.97,13.82,311.0,C,I,20,2020-11-08 10:29,18.9965,-65.4555,25.0,3.42,md,20.0,311.0,0.9405,0.18,pr,pr2020313002,2021-01-23T22:25:36.040Z,"74 km NNE of Luquillo, Puerto Rico",earthquake,0.97,13.82,0.08,19,reviewed,pr,pr,Amarillo
87,2020-11-14 03:27,18.1938,-67.6333,144.0,3.49 md,RSPR,0.25,2.08,0.87,184.0,C,I,19,2020-11-14 03:27,18.1938,-67.6333,144.0,3.49,md,19.0,184.0,0.2452,0.25,pr,pr2020319000,2021-01-27T17:29:10.040Z,"43 km WSW of Stella, Puerto Rico",earthquake,2.08,0.87,0.07,10,reviewed,pr,pr,Amarillo
88,2020-11-14 08:01,18.812,-67.1883,110.0,2.96 ml,RSPR,0.38,4.4,3.97,215.0,C,I,19,2020-11-14 08:01,18.812,-67.1883,110.0,2.96,ml,19.0,215.0,0.5171,0.38,pr,pr2020319002,2021-01-27T17:29:12.040Z,"36 km NNW of San Antonio, Puerto Rico",earthquake,4.4,3.97,0.0,0,reviewed,pr,pr,Amarillo
89,2020-11-18 11:59,18.958,-65.1036,31.0,4.54 ml,RSPR,0.49,3.31,29.86,207.0,C,IV,23,2020-11-18 11:59,18.958,-65.1036,31.0,4.54,ml,23.0,207.0,1.105,0.49,pr,pr2020323008,2021-02-03T17:51:04.040Z,"70 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.31,29.86,0.13,13,reviewed,pr,pr,Amarillo
90,2020-11-18 22:04,18.7568,-67.2881,9.0,3.33 md,RSPR,0.28,0.94,1.06,213.0,C,III,22,2020-11-18 22:04,18.7568,-67.2881,9.0,3.33,md,22.0,213.0,0.3391,0.28,pr,pr2020323017,2021-02-03T17:50:16.040Z,"35 km NW of San Antonio, Puerto Rico",earthquake,0.94,1.06,0.18,18,reviewed,pr,pr,Amarillo
91,2020-11-21 02:58,18.2481,-68.2556,145.0,3.57 md,RSPR,0.3,3.89,1.18,206.0,C,I,20,2020-11-21 02:58,18.2481,-68.2556,145.0,3.57,md,20.0,206.0,0.2941,0.3,pr,pr2020326001,2021-02-03T17:49:57.040Z,"40 km ESE of Boca de Yuma, Dominican Republic",earthquake,3.89,1.18,0.16,14,reviewed,pr,pr,Amarillo
92,2020-11-21 08:56,18.579,-66.9138,92.0,3.30 md,RSPR,0.19,1.2,1.09,215.0,C,I,19,2020-11-21 08:56,18.579,-66.9138,92.0,3.3,md,19.0,215.0,0.282,0.19,pr,pr2020326010,2021-02-03T17:50:18.040Z,"11 km NNE of Quebradillas, Puerto Rico",earthquake,1.2,1.09,0.12,17,reviewed,pr,pr,Amarillo
93,2020-11-22 17:39,18.8083,-66.42,49.0,3.16 md,RSPR,0.17,0.77,1.37,252.0,C,I,15,2020-11-22 17:39,18.8083,-66.42,49.0,3.16,md,15.0,252.0,0.3488,0.17,pr,pr2020327018,2021-02-03T17:50:19.040Z,"38 km NNW of Brenas, Puerto Rico",earthquake,0.77,1.37,0.05,10,reviewed,pr,pr,Amarillo
94,2020-11-23 10:25,18.8568,-65.135,33.0,3.37 md,RSPR,0.32,2.35,15.37,329.0,C,I,12,2020-11-23 10:25,18.8568,-65.135,33.0,3.37,md,12.0,329.0,1.0101,0.32,pr,pr2020328006,2021-02-03T17:51:05.040Z,"60 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.35,15.37,0.07,7,reviewed,pr,pr,Amarillo
95,2020-12-08 07:44,18.9488,-65.15100000000001,32.0,3.55 md,RSPR,0.28,2.97,17.9,331.0,C,I,12,2020-12-08 07:44,18.9488,-65.151,32.0,3.55,md,12.0,331.0,1.0666,0.28,pr,pr2020343010,2021-02-12T22:40:23.040Z,"71 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.97,17.9,0.15,10,reviewed,pr,pr,Amarillo
96,2020-12-14 00:44,18.5241,-68.8901,128.0,3.86 md,RSPR,0.07,1.1,1.08,105.0,A,I,20,2020-12-14 00:44,18.5241,-68.8901,128.0,3.86,md,20.0,105.0,0.5088,0.07,pr,pr2020349001,2021-02-20T16:11:47.040Z,"11 km SE of Guaymate, Dominican Republic",earthquake,1.1,1.08,0.12,20,reviewed,pr,pr,Amarillo
97,2020-12-14 16:24,17.9508,-66.9413,7.0,2.83 md,RSPR,0.17,0.46,0.31,193.0,C,II,18,2020-12-14 16:24,17.9508,-66.9413,7.0,2.83,md,18.0,193.0,0.1046,0.17,pr,pr2020349010,2021-02-20T16:11:59.040Z,"4 km WSW of GuÃ¡nica, Puerto Rico",earthquake,0.46,0.31,0.23,11,reviewed,pr,pr,Amarillo
98,2020-12-15 00:39,17.997,-66.4925,7.0,3.28 md,RSPR,0.09,0.48,0.3,170.0,A,IV,18,2020-12-15 00:39,17.997,-66.4925,7.0,3.28,md,18.0,170.0,0.1165,0.09,pr,pr2020350001,2021-02-20T16:12:07.040Z,"0 km NE of Potala Pastillo, Puerto Rico",earthquake,0.48,0.3,0.17,17,reviewed,pr,pr,Amarillo
99,2020-12-16 10:05,18.2675,-65.0073,132.0,3.77 md,RSPR,0.33,5.58,1.93,341.0,C,I,12,2020-12-16 10:05,18.2675,-65.0073,132.0,3.77,md,12.0,341.0,0.8508,0.33,pr,pr2020351006,2021-01-28T10:50:29.040Z,"11 km SW of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.58,1.93,0.12,8,reviewed,pr,pr,Amarillo
100,2020-12-26 05:17,17.9486,-66.8416,12.0,2.81 md,RSPR,0.1,0.62,0.35,189.0,B,II,18,2020-12-26 05:17,17.9486,-66.8416,12.0,2.81,md,18.0,189.0,0.2037,0.1,pr,pr2020361001,2021-01-10T11:37:27.040Z,"5 km SSW of Indios, Puerto Rico",earthquake,0.62,0.35,0.28,16,reviewed,pr,pr,Amarillo
101,2020-12-27 11:45,18.3286,-68.347,111.0,3.61 md,RSPR,0.32,2.57,1.45,157.0,C,I,18,2020-12-27 11:45,18.3286,-68.347,111.0,3.61,md,18.0,157.0,0.1885,0.32,pr,pr2020362006,2021-01-10T12:38:45.040Z,"28 km ESE of Boca de Yuma, Dominican Republic",earthquake,2.57,1.45,0.13,12,reviewed,pr,pr,Amarillo
102,2020-12-30 07:03,17.8918,-66.8586,13.0,2.68 md,RSPR,0.11,0.73,0.51,230.0,B,I,16,2020-12-30 07:03,17.8918,-66.8586,13.0,2.68,md,16.0,230.0,0.2012,0.11,pr,pr2020365011,2020-12-31T06:55:55.040Z,"10 km SSE of Maria Antonia, Puerto Rico",earthquake,0.73,0.51,0.43,16,reviewed,pr,pr,Amarillo
103,2020-12-31 21:18,18.8988,-67.219,5.0,3.34 md,RSPR,0.44,1.65,31.61,224.0,C,I,15,2020-12-31 21:18,18.8988,-67.219,5.0,3.34,md,15.0,224.0,0.4446,0.44,pr,pr2020366008,2021-01-01T05:45:01.040Z,"46 km NNW of San Antonio, Puerto Rico",earthquake,1.65,31.61,0.1,15,reviewed,pr,pr,Amarillo
104,2021-01-01 10:18,18.1405,-68.1413,163.0,3.86 md,RSPR,0.38,4.36,1.57,176.0,C,I,16,2021-01-01 10:18,18.1405,-68.1413,163.0,3.86,md,16.0,176.0,0.4439,0.38,pr,pr2021001009,2021-02-02T15:03:02.040Z,"56 km ESE of Boca de Yuma, Dominican Republic",earthquake,4.36,1.57,0.03,11,reviewed,pr,pr,Amarillo
105,2021-01-02 06:42,17.8455,-66.9791,12.0,1.80 md,RSPR,0.15,1.98,3.65,294.0,B,I,4,2021-01-02 06:42,18.5872,-69.0195,121.82,2.9,ml,,156.0,0.61,0.38,us,us6000d4z1,2021-01-17T11:14:55.040Z,"4 km W of Guaymate, Dominican Republic",earthquake,11.5,10.5,0.058,39,reviewed,us,us,Amarillo
106,2021-01-02 06:42,18.5378,-68.9453,120.0,3.54 md,RSPR,0.26,2.93,0.8,297.0,C,I,15,2021-01-02 06:42,18.5872,-69.0195,121.82,2.9,ml,,156.0,0.61,0.38,us,us6000d4z1,2021-01-17T11:14:55.040Z,"4 km W of Guaymate, Dominican Republic",earthquake,11.5,10.5,0.058,39,reviewed,us,us,Amarillo
108,2021-01-12 22:57,18.6593,-65.2973,68.0,3.84 md,RSPR,0.32,2.28,2.71,300.0,C,I,25,2021-01-12 22:57,18.6593,-65.2973,68.0,3.84,md,25.0,300.0,0.6173,0.32,pr,pr2021012019,2021-01-22T03:51:19.040Z,"39 km N of Culebra, Puerto Rico",earthquake,2.28,2.71,0.12,21,reviewed,pr,pr,Amarillo
109,2021-01-15 18:48,17.8735,-65.7035,4.0,3.36 md,RSPR,0.42,1.22,1.48,243.0,C,I,15,2021-01-15 18:48,17.8735,-65.7035,4.0,3.36,md,15.0,243.0,0.2698,0.42,pr,pr2021015018,2021-02-17T15:49:56.040Z,"23 km SE of Emajagua, Puerto Rico",earthquake,0.92,0.95,0.08,11,reviewed,pr,pr,Amarillo
110,2021-01-17 01:51,18.8723,-64.37899999999999,24.0,3.37 md,RSPR,0.2,1.86,17.73,334.0,C,I,13,2021-01-17 01:51,18.8723,-64.379,24.0,3.37,md,13.0,334.0,1.4064,0.2,pr,pr2021017003,2021-02-12T00:16:17.040Z,"74 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,1.86,17.73,0.08,7,reviewed,pr,pr,Amarillo
111,2021-01-17 12:09,18.9658,-65.1905,22.0,3.65 md,RSPR,0.26,1.43,19.52,306.0,C,I,20,2021-01-17 12:09,18.9658,-65.1905,22.0,3.65,md,20.0,306.0,0.941,0.26,pr,pr2021017011,2021-01-31T07:09:54.040Z,"74 km N of Culebra, Puerto Rico",earthquake,1.43,19.52,0.08,17,reviewed,pr,pr,Amarillo
112,2021-01-24 08:16,18.509,-64.4963,96.0,3.90 md,RSPR,0.2,2.6,2.21,328.0,C,III,25,2021-01-24 08:16,18.509,-64.4963,96.0,3.9,md,25.0,328.0,1.1336,0.2,pr,pr2021024002,2021-02-21T07:11:18.040Z,"37 km ENE of Cruz Bay, U.S. Virgin Islands",earthquake,2.6,2.21,0.07,18,reviewed,pr,pr,Amarillo
113,2021-01-26 08:38,18.0568,-66.7683,17.0,2.81 md,RSPR,0.17,0.42,0.37,54.0,A,II,25,2021-01-26 08:38,18.0568,-66.7683,17.0,2.81,md,25.0,54.0,0.1377,0.17,pr,pr2021026005,2021-01-27T07:24:20.040Z,"1 km WSW of Santo Domingo, Puerto Rico",earthquake,0.42,0.37,0.37,24,reviewed,pr,pr,Amarillo
114,2021-01-27 18:24,18.5448,-66.4085,77.0,3.06 md,RSPR,0.23,0.88,0.7,222.0,C,I,20,2021-01-27 18:24,18.5448,-66.4085,77.0,3.06,md,20.0,222.0,0.1386,0.23,pr,pr2021027011,2021-01-27T20:42:09.040Z,"10 km NNW of Sabana, Puerto Rico",earthquake,0.88,0.7,0.12,18,reviewed,pr,pr,Amarillo
116,2021-02-06 15:08,18.9965,-64.8306,30.0,3.26 md,RSPR,0.41,3.03,27.71,325.0,C,I,12,2021-02-06 15:08,18.9965,-64.8306,30.0,3.26,md,12.0,325.0,1.1532,0.41,pr,pr2021037025,2021-02-06T16:15:08.040Z,"73 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.03,27.71,0.01,2,reviewed,pr,pr,Amarillo
117,2021-02-08 18:30,19.0368,-64.6971,48.0,3.42 md,RSPR,0.19,2.25,8.26,339.0,C,I,11,2021-02-08 18:30,19.0368,-64.6971,48.0,3.42,md,11.0,339.0,1.4584,0.19,pr,pr2021039016,2021-02-11T23:03:55.040Z,Virgin Islands,earthquake,2.25,8.26,0.08,7,reviewed,pr,pr,Amarillo
118,2021-02-08 22:25,19.0325,-64.666,56.0,3.63 md,RSPR,0.35,3.55,11.97,335.0,C,I,15,2021-02-08 22:25,19.0325,-64.666,56.0,3.63,md,15.0,335.0,1.4805,0.35,pr,pr2021039022,2021-02-09T04:06:29.040Z,"78 km N of Cruz Bay, U.S. Virgin Islands",earthquake,3.55,11.97,0.11,13,reviewed,pr,pr,Amarillo
119,2021-02-14 23:49,18.9081,-65.1533,22.0,3.54 md,RSPR,0.32,1.84,22.69,318.0,C,I,24,2021-02-14 23:49,18.9081,-65.1533,22.0,3.54,md,24.0,318.0,1.0346,0.32,pr,pr2021045010,2021-02-15T06:00:55.040Z,"66 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.84,22.69,0.08,19,reviewed,pr,pr,Amarillo
120,2021-02-21 23:56,18.9926,-64.4448,33.0,3.55 md,RSPR,0.45,4.21,29.12,339.0,C,I,15,2021-02-21 23:56,18.9926,-64.4448,33.0,3.55,md,15.0,339.0,1.6415,0.45,pr,pr2021052011,2021-02-22T01:24:48.040Z,"81 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,4.21,29.12,0.06,11,reviewed,pr,pr,Amarillo
121,2021-02-22 21:49,19.0485,-66.7063,49.0,3.37 md,RSPR,0.24,1.05,2.8,269.0,C,I,14,2021-02-22 21:49,19.0485,-66.7063,49.0,3.37,md,14.0,269.0,0.5981,0.24,pr,pr2021053010,2021-02-22T23:01:25.040Z,"63 km N of Carrizales, Puerto Rico",earthquake,1.05,2.8,0.09,13,reviewed,pr,pr,Amarillo
122,2021-02-23 10:23,18.6288,-66.7376,14.0,3.16 md,RSPR,0.36,1.02,1.2,226.0,C,I,19,2021-02-23 10:23,18.6288,-66.7376,14.0,3.16,md,19.0,226.0,0.2575,0.36,pr,pr2021054008,2021-02-23T12:55:47.040Z,Puerto Rico region,earthquake,1.02,1.2,0.14,13,reviewed,pr,pr,Amarillo
123,2021-02-25 06:28,18.4883,-68.953,114.0,3.89 md,RSPR,0.19,1.15,1.36,119.0,A,I,24,2021-02-25 06:28,18.4883,-68.953,114.0,3.89,md,24.0,119.0,0.5722,0.19,pr,pr2021056005,2021-02-25T08:11:29.131Z,"7 km NNE of La Romana, Dominican Republic",earthquake,1.15,1.36,0.16,11,reviewed,pr,pr,Amarillo
124,2021-02-27 05:30,18.9936,-65.3225,15.0,3.23 md,RSPR,0.27,8.42,16.98,317.0,C,I,14,2021-02-27 05:30,18.9936,-65.3225,15.0,3.23,md,14.0,317.0,1.001,0.27,pr,pr2021058004,2021-02-27T06:51:33.040Z,"76 km N of Culebra, Puerto Rico",earthquake,8.42,16.98,0.19,7,reviewed,pr,pr,Amarillo
125,2021-02-28 22:28,17.954,-66.8405,14.0,2.48 md,RSPR,0.19,0.6,0.56,187.0,C,I,23,2021-02-28 22:28,17.954,-66.8405,14.0,2.48,md,23.0,187.0,0.0441,0.19,pr,pr2021059007,2021-03-01T04:58:27.040Z,"4 km SSW of Indios, Puerto Rico",earthquake,0.6,0.56,0.36,22,reviewed,pr,pr,Amarillo
